subject,run_ordinal,session_id,run_id,run_label,nframes,raw_samples,mri_ttl_rises,bm_mri_onset_sample,coverage_margin_samples,individual_ttl_validated,alignment_method,status
6,62,8,8,session08_run08,497,388000,498,5970,4311,1,individual MRI TTL edges,ok
6,63,8,9,session08_run09,502,390700,503,6429,2752,1,individual MRI TTL edges,ok
6,64,9,1,session09_run01,507,404400,508,15854,3227,1,individual MRI TTL edges,ok
6,65,9,2,session09_run02,494,394650,495,14613,4598,1,individual MRI TTL edges,ok
6,66,9,3,session09_run03,514,403600,514,6856,6105,1,individual MRI TTL edges,ok
6,67,9,4,session09_run04,494,385850,495,7161,3250,1,individual MRI TTL edges,ok
6,68,9,5,session09_run05,514,412100,514,6617,14844,1,individual MRI TTL edges,ok
6,69,9,6,session09_run06,492,384300,493,7042,3339,1,individual MRI TTL edges,ok
6,70,9,7,session09_run07,504,394350,505,7395,3916,1,individual MRI TTL edges,ok
6,71,9,8,session09_run08,502,391650,503,7207,2924,1,individual MRI TTL edges,ok
6,72,9,9,session09_run09,514,401950,514,6915,4396,1,individual MRI TTL edges,ok
6,73,10,1,session10_run01,508,410350,509,16535,7736,1,individual MRI TTL edges,ok
6,74,10,2,session10_run02,506,400500,507,13579,2362,1,individual MRI TTL edges,ok
6,75,10,3,session10_run03,501,392300,502,7045,4496,1,individual MRI TTL edges,ok
6,76,10,4,session10_run04,503,393200,504,7274,3647,1,individual MRI TTL edges,ok
6,77,10,5,session10_run05,510,396450,511,6578,2273,1,individual MRI TTL edges,ok
6,78,10,6,session10_run06,505,402750,506,15492,3459,1,individual MRI TTL edges,ok
6,79,10,7,session10_run07,491,384800,492,8297,3344,1,individual MRI TTL edges,ok
6,80,10,8,session10_run08,492,384650,492,6751,3980,1,individual MRI TTL edges,ok
